dump line| message    | work id  | digitised b numbers            | Sierra system b numbers
  227711 |            | wn63eukn | b30287753                      | b30287753
  227769 |            | ywqjjf62 | b22440598                      | b22440598
  227811 |            | d5n987sd | b29811508                      | b11539975,b29811508
  227864 |            | j5b934n2 | b29090866                      | b29090866
  227890 |            | nb3yqrd5 | b18029681                      | b12102581,b18029681
  227923 |            | xvwsq7rf | b30118840                      | b30118840
  227955 |            | rkfbppfs | b30145818                      | b30145818
  227994 |            | hcauyucf | b3079691x                      | b15087281,b3079691x
  228028 |            | b67b6duh | b28909987                      | b28909987
  228064 |            | ksdcedah | b29118219                      | b29118219
  228103 |            | zgmq5qxn | b28664061                      | b28664061
  228147 |            | ckjqpvnk | b28856466                      | b28856466
  228178 |            | bkr3s8dc | b29158357                      | b29158357
  228207 |            | e9jc3r8a | b30246684                      | b30246684
  228237 |            | vnu7897k | b21729219                      | b21729219
  228280 |            | baqdckf2 | b2912976x                      | b2912976x
  228311 |            | bf7p388c | b28955249                      | b28955249
  228349 |            | nkv5cbc2 | b28079140                      | b1078942x,b28079140
  228367 |            | yvdewwts | b28839869                      | b28839869
  228401 |            | grxsau99 | b24862198                      | b1090895x,b24862198
  228444 |            | s87ezath | b30746504                      | b16463456,b30746504
  228507 |            | eg3nf3gb | b21083915                      | b21083915
  228539 |            | m9g59m9t | b29443799                      | b29443799
  228569 |            | asqtsc9r | b3019667x                      | b3019667x
  228603 |            | tbwekcw7 | b29982923                      | b29982923
  228643 |            | rzf79zks | b22283778                      | b22283778
  228678 |            | qt5en2xg | b21524403                      | b21524403
  228725 |            | sfganhfv | b31405241                      | b31405241
  228764 |            | rbemz22a | b31409155                      | b31409155
  228790 |            | zny5scjg | b20415047                      | b1277294x,b20415047
  228843 |            | y3r2wua9 | b2908829x                      | b2908829x
  228891 |            | exwbz2bt | b28902051                      | b28902051
  228936 |            | vj62vhrf | b29428774                      | b29428774
  228977 |            | m9jhw889 | b22368504                      | b22368504
  229027 |            | arb93mx9 | b29941593                      | b29941593
  229071 |            | bhwyaaev | b30134183                      | b30134183
  229109 |            | ezrsdqcf | b29802829                      | b29802829
  229144 |            | a2tj3kun | b29983794                      | b29983794
  229197 |            | kvvj6y6k | b28057855                      | b10221050,b28057855
  229238 |            | sjktvhrw | b21909829                      | b21909829
  229254 |            | axsc9kdf | b22393432                      | b22393432
  229302 |            | z6xcptqj | b30617285                      | b15159656,b30617285
  229335 |            | v47a3krr | b28837630                      | b28837630
  229365 |            | c68wn4t4 | b2812604x                      | b12868693,b2812604x
  229389 |            | hd7d3s3d | b2864296x                      | b2864296x
  229419 |            | sjgf4nzx | b21503084                      | b21503084
  229458 |            | ph33ytca | b19790880                      | b19790880
  229489 |            | f2shty34 | b22462831                      | b22462831
  229536 |            | ydc32mv4 | b30799636                      | b28489974,b30799636
  229560 |            | rqptat4a | b29930935                      | b16529200,b29930935
  229598 |            | uxhx7bna | b21298671                      | b21298671
  229627 |            | utbv7bhh | b2100643x                      | b2100643x
  229672 |            | q62ud7y5 | b2227943x                      | b2227943x
  229722 |            | mx9edewy | b18238725                      | b18238725
  229762 |            | pv8nw2u3 | b24929797                      | b24929797
  229826 |            | rzxjfn7v | b28673116                      | b28673116
  229860 |            | wefyvy48 | b3057318x                      | b15163957,b3057318x
  229911 |            | acgf2rw7 | b24880188                      | b13422960,b24880188
  229940 |            | rt6b8frc | b28873403                      | b28873403
  229984 |            | atp7tfhn | b24919275                      | b24919275
  230024 |            | krbhhxmd | b24764553                      | b24764553
  230066 |            | xhs98prp | b2804003x                      | b2804003x
  230129 |            | knh52c7r | b29724624                      | b29724624
  230163 |            | wybg4xaf | b21451412                      | b21451412
  230202 |            | bm8mtty4 | b29533272                      | b29533272
  230245 |            | jf65fvjq | b20094462                      | b20094462
  230290 |            | kywakq5x | b29304210                      | b10824947,b29304210
  230342 |            | fk6j35nh | b2913206x                      | b2913206x
  230363 |            | gma5r9me | b29340603                      | b29340603
  230417 |            | z8v97k22 | b29182906                      | b29182906
  230455 |            | g9cwbmr6 | b24858237                      | b10608448,b24858237
  230512 |            | j2nn8rt7 | b29523527                      | b29523527
  230549 |            | c78drdgv | b21065664                      | b21065664
  230589 |            | kbj5zc95 | b21524087                      | b21524087
  230626 |            | nr7hxrk9 | b30331602                      | b1205284x,b30331602
  230651 |            | kbb735qa | b28131745                      | b12999210,b28131745
  230680 |            | xwcqyunm | b29254644                      | b29254644
  230718 |            | j743agm7 | b29291975                      | b10323107,b29291975
  230746 |            | gn5enpze | b2873855x                      | b10229838,b2873855x
  230776 |            | m5h7zfzg | b28773913                      | b28773913
  230815 |            | dunh6rs2 | b29195986                      | b29195986
  230834 |            | fnjsanhf | b30049684                      | b30049684
  230847 |            | yskquxxd | b22325281                      | b22325281
  230872 |            | vxqtva58 | b30240190                      | b30240190
  230898 |            | cyaw989h | b21147759                      | b21147759
  230931 |            | jda38kja | b21983495                      | b21983495
  230956 |            | d532e5b3 | b31407638                      | b31407638
  230996 |            | uywhuv2r | b28812244                      | b28812244
  231016 |            | e6zfzk55 | b28684217                      | b28684217
  231041 |            | md4uj92u | b28508749                      | b28508749
  231063 |            | aftabz7e | b3007339x                      | b3007339x
  231084 |            | yhz8frct | b29742766                      | b29742766
  231110 |            | gu2urr4q | b20056989                      | b20056989
  231143 |            | g3exxnxa | b30741750                      | b16445855,b30741750
  231168 |            | cbmqet4q | b28912743                      | b28912743
  231193 |            | xb982exc | b22278369                      | b22278369
  231233 |            | ceqhjaeg | b21993944                      | b21993944
  231271 |            | g7sfckdf | b22472563                      | b22472563
  231295 |            | dvbgx3yt | b29339789                      | b13099620,b29339789
  231322 |            | avs3m8rc | b21228620                      | b21228620
  231351 |            | uakrz6k6 | b28658905                      | b28658905
  231382 |            | hbuuvjpa | b21982120                      | b21982120
  231410 |            | qv4d4j9v | b30626213                      | b15137478,b30626213
  231436 |            | zzy9xs3u | b30468462                      | b10055587,b30468462
  231460 |            | xws62d8q | b30738301                      | b12094456,b30738301
  231485 |            | h2ajhvq4 | b31412440                      | b31412440
  231504 |            | whusupxe | b29105559                      | b29105559
  231536 |            | gqr2vnhc | b2920463x                      | b2920463x
  231554 |            | gb8gkpv2 | b28739644                      | b10473129,b28739644
  231577 |            | amj6f84e | b29313181                      | b29313181
  231614 |            | beqrrsgf | b29293005                      | b10334221,b29293005
  231640 |            | v2nxjnnc | b22327599                      | b22327599
